name,section
sherry vinegar,NY463
Dijon mustard,QO278
chervil leaves,GA886
medium butternut squashes,TI073
Olive oil,ED493
Salt and pepper,GU889
dried porcini or other mushrooms,DV045
medium onion,QK831
red wine,GT413
vegetable stock or water,TO434
fresh sage leaves,HG922
Zest of 1 lemon,PR329
red bell peppers,MK524
medium-to-large head cauliflower,JI645
Olive oil,QQ280
Salt and pepper,OO038
Marcona almonds,TO042
small garlic clove,HG336
sherry vinegar,HZ251
smoked slab bacon,RJ458
pork butt,TX187
celery,VZ590
shallots,CZ280
dried sage,CK969
Salt and ground black pepper,SQ193
dry red wine,YB237
chicken stock,UC385
dried porcini,IQ900
French lentils,ZA675
heavy cream,HR206
celery leaves,JB636
heavy cream,AL088
mustard,OY544
lemon juice,QL416
egg,FL204
Salt,ZL975
pepper,ME716
oysters,UP676
oyster liquor,UL977
oyster shells,UW278
cherries,BT818
strawberries,WM293
sugar,MP475
eggs,JY933
sugar,VK428
milk,OC503
flour,UC483
salt,IA863
onion,PD122
butter,VH653
celery,DP301
pork,CS432
thyme,OA016
rosemary,DX523
sage,CD691
marjoram,AB065
nutmeg,VG460
cloves,GJ708
chestnut paste,TQ865
,FB281
nutmeg,FC306
dry sherry,LU500
bread,NP212
chestnuts,JG537
sage,RV988
leeks,FH853
mushrooms,TT410
smoked tempeh,HX292
dried thyme,PL338
olive oil,ET576
soy sauce,TJ029
chives,UK241
Tabasco sauce,QA308
fennel,KA233
lemon juice,DD469
sherry vinegar,WQ250
coriander seeds,AB924
green picholine olives,XZ349
pepper,XH642
chives and fennel sprigs,TT093
Freshly ground black pepper,WG900
egg,HB915
milk,HL701
all-purpose flour,YW276
half-breasts of chicken,YD825
mesclun,VV238
vegetable oil,KF831
onions,MY373
mushrooms,FB938
butternut squash,UC518
flour,OG823
salt,OL236
butter,HL910
egg,HL335
olive oil,XN463
cumin seeds,AY320
mushrooms,UX614
shallots,CB194
Salt and white pepper,DY968
neutral oil,BO856
serrano chiles,CW654
red sweet peppers,JI634
extra virgin olive oil,TN323
onion,AU854
green garlic,LH362
rice,HG310
3 lobsters,HC700
olive oil,ZL582
butter,PB194
shallots,JV082
garlic cloves,LL172
cayenne pepper,QY411
dry white wine,BM344
fish fumet or clam broth,ZJ012
Cognac,KL691
superfine sugar,XA873
day-old country bread,LH499
extra-virgin olive oil,ML202
ripe red tomatoes,OO462
stale pita rounds,AC556
ripe tomatoes,AS437
chopped cucumber,HV774
dessert galette pastry,LW955
juice of lemon,YL288
tart apples,DC760
white onion,EA419
butter,IG345
sparkling wine,IR727
parsnips,RE874
orange marmalade,GU255
unsalted butter,VK760
granulated sugar,IV096
lime zest,ZL046
orange zest ,ZV495
eggs,MS821
 orange juice ,TO014
all-purpose flour,KV109
baking powder,OP546
sea salt,QL587
chickpeas,RI051
olive oil,WO371
bread crumbs,SA137
salt and black pepper,KF249
minced garlic,QM360
niçoise olives,CZ051
capers,LI975
anchovy ,PI693
tomato paste,AO181
spinach,NF688
fish stock,AM025
red chile flakes,AU132
squid,ZT915
shrimp,FF136
olive oil,NB686
chicken thighs,NI821
salt,UB720
black pepper,JY032
onion,NN520
daikon radish,BO145
ginger,JH185
vegetable stock,LJ947
soy sauce,HG514
lime juice,IY202
star anise,LT044
winter squash,GW564
ground pork,TL376
fresh shrimp,SN565
salt and pepper,OX019
sweet rice wine,EK655
soy sauce,FE649
sugar,NP544
ginger,JR702
garlic,LT058
spicy Chinese bean paste,JP902
serrano chiles,DH338
chopped Chinese garlic chives,SO249
wonton skins,WO747
egg,JG798
cornstarch,XM374
baby spinach leaves,VM766
chopped cilantro,DU596
chicken broth,VK977
red pepper oil,MP677
tart apples,QI082
water,YK721
turbinado sugar,WL936
fresh lemon juice,IE849
sweet spices,VQ127
fresh lemon juice,JP010
sherry vinegar,QF038
balsamic vinegar,WG558
salt to taste,CU328
Dijon mustard,BB983
garlic,EP288
 extra virgin olive oil,QG173
walnut oil,RD288
 mixed bitter and pungent lettuces,JY876
tart apple,BK074
 fresh tarragon,MJ778
 toasted cashews,ME525
Granny Smith apple,PX416
lime zest,DK974
honey,MW628
chia seeds,CY777
lime juice,XM406
plain low-fat yogurt,FU841
ice cubes,TK752
low-fat milk,ZF603
water,EZ600
eggs,PE864
salt,IR793
buckwheat flour,AZ707
all-purpose flour,EI581
melted butter,KV101
butter,PS964
turbinado sugar,DX809
tart apples,IV380
cinnamon,CM611
grated nutmeg,FP097
yogurt,ZH867
dry yeast,QG241
lukewarm water,DS514
sparkling cider,AC015
whole wheat flour,MB710
 all-purpose flour,OP009
rye flour,AZ273
sea salt,FN191
 finely chopped green apples,ZE456
walnut oil,XI957
Vegetable oil,ZA898
onion,IS584
carrot,UC887
celery,DH225
minced garlic,DV618
salt and pepper,SL630
cannellini beans,JO525
whole peeled tomatoes,OC454
vegetable stock,XT505
fresh rosemary,VJ595
fresh thyme ,EM887
kale,YP318
whole-grain bread,RP110
red onion,PS449
grated Parmesan,YM176
confectioners’ sugar,MZ014
salted butter,HI187
panko,II720
rendered chicken fat,FP331
anchovies,KI873
dried shallots,WJ696
salt,RA039
garlic,YV682
grapeseed oil,DM901
eggs,WB685
fish sauce,GG538
apple vinegar,NZ608
caper juice,BY660
lemon juice,IN393
broccoli,EJ707
grapeseed oil,TP309
salt,TV959
olive oil ,WD494
garlic,NP604
shallots,PO121
roasted piquillo peppers,BF189
whole peeled canned tomatoes,OW428
Salt and pepper,HH113
Medjool dates,JF819
fresh chorizo sausage,BS128
bacon,VF820
whole milk,WY990
heavy cream,MP983
medium-toasted oak shavings,DN863
granulated sugar,AF832
turbinado sugar,BG379
honey,XC165
salt,US397
egg yolks,HM296
chickens,UZ236
scallions,FD195
shallots,OG523
Scotch bonnet chili peppers,YE075
fresh ginger,UQ573
garlic,IB727
fresh thyme leaves,YK698
ground allspice,ZK537
soy sauce,FZ304
dark brown sugar,BS334
salt,QX603
black pepper,MH242
vegetable oil,FA887
white vinegar,IZ339
limes,GN275
canola oil,NW444
chickpea flour,JB528
turmeric powder,HE131
asafetida,EF694
unsweetened shredded coconut,YH107
grated ginger,OI323
salt,WT368
tamarind paste,EV036
eggplant,KV759
fresh cilantro,LQ646
vegetable oil,SM980
sesame oil,UI926
garlic,VZ025
fresh ginger root,TI489
mustard greens,PC884
soy sauce,YT198
flounder,XQ670
Kosher salt and freshly ground black pepper,OS008
garlic,AR195
Salt and freshly ground black pepper,ID397
pimentón,HJ419
extra-virgin olive oil,RT580
swordfish,FT123
mayonnaise,PF611
lemon juice,DP321
tuna,ZU593
extra-virgin olive oil,YD311
Salt and pepper,GX874
olives,CN274
fresh herbs,GF848
garlic,UB419
Lemon wedges,OY127
olive oil,AV716
onion,HY054
garlic,YZ375
tomato paste,WF249
ground cumin,FR486
kosher salt,IM444
ground black pepper,PP064
ground chile powder,WW444
chicken broth,XH374
water,EW456
red lentils,OT531
carrot,FK484
lemon,VM324
granulated sugar,YZ333
egg yolks,RE487
eggs,ZQ867
orange zest,PS592
orange juice,CF173
almonds,CJ618
almonds,QJ611
granulated sugar,RG799
egg,WU927
lemon,JX394
bittersweet chocolate,NO131
eggs,ES042
sugar,CK263
extra-virgin olive oil,IG248
kosher for Passover brandy,BM478
unsalted matzos,YV648
dried currants,VD507
almonds,RQ309
dried apricots,JP383
eggs,MW459
matzo meal,CK173
salt,AX440
granulated sugar,ST701
ground cinnamon,KY197
lemon,ZO383
vegetable oil,DD321
confectioners' sugar,CM605
whole-grain mustard,ZM382
thyme leaves,ZU544
garlic,JU841
unsalted butter,OX489
Dijon mustard,ET891
chicken thighs,EF471
kosher salt,GM932
black pepper,WH052
bread crumbs,NQ429
olive oil,XC541
sweet potatoes,OV266
thyme sprigs,DS043
sour cream,NX493
whole-grain mustard,GN079
thyme leaves,GA935
garlic,CX310
broccoli rabe,EO578
extra-virgin olive oil,DT553
salt,AM116
garlic,DJ332
red pepper flakes,VG580
anise seeds,VB501
garlic,DD416
salt,CA633
unsalted pistachios,IC701
fresh tarragon,BP696
extra-virgin olive oil,CK054
amontillado sherry,KA032
lemon juice,QQ896
fish stock,JB384
sea scallops,UZ203
active dry yeast,GI554
sugar,ZZ992
whole-wheat flour,CX003
unbleached all-purposed flour,WD205
kosher salt,LR321
olive oil,MJ090
extra-virgin olive oil,ZM429
onion,HM908
salt and pepper,IP924
garlic,UA935
cumin,FG658
red pepper flakes,ZF284
celery,LP833
chickpeas,ZR034
lemon juice,HE967
hard-cooked eggs,KA607
minted yogurt,JJ800
tahini sauce,FY577
raw almonds,XF236
cauliflower,LE880
extra virgin olive oil,XM588
garlic,YM312
tomatoes in juice,DL230
sugar,QY961
cinnamon,SW433
salt to taste,DQ251
dried oregano,NZ561
ground pepper,HU470
chickpeas,PN554
quinoa spaghetti,NC796
crumbled feta,CE018
garlic,EP412
red pepper flakes,NV381
 fresh thyme,UM822
walnuts,WI179
flat-leaf parsley,SV334
gluten-free spaghetti,XP860
grated Parmesan,SF338
salt,XO874
gluten-free penne,JZ329
frozen peas,WT978
garlic,AN222
fresh ricotta,HK626
tarragon,RK964
ground pepper,FO295
Parmesan,JW703
Brussels sprouts,CA381
extra virgin olive oil,DK185
salt and pepper,XG655
ricotta,EG263
garlic,UT326
lemon zest,JE566
chives,LG206
Parmesan,ER621
gluten-free fettucine,XH292
black kale,BY261
salt,DY920
extra virgin olive oil,HF296
shrimp,BC200
ground pepper,JQ671
garlic,QZ680
red pepper flakes,PW644
tomatoes in juice,AB424
sugar,RR143
oregano,BQ340
gluten-free spaghetti,OQ704
crumbled feta,ZL167
garlic,CM902
heavy cream,HY228
thyme,KK493
fresh sage,AA279
extra-virgin olive oil,PR917
ground lean beef ,XU889
kosher salt,BZ092
Black pepper,MG408
onion,MU115
baby spinach,HS953
Worcestershire sauce,RM082
rutabaga,DG377
russet potatoes,HT023
Gruyère,FC515
flour,BK160
sugar,HL540
lemon rind,LA483
butter,MU616
egg yolk,SP825
vanilla,GL681
cream cheese,NB977
vanilla,JB343
grated lemon rind,NO203
sugar,LI304
flour,WC030
salt,CK245
eggs,CP229
egg yolks,FM302
heavy cream,LV888
all-purpose flour,VM808
sugar,YK394
baking powder,LP278
orange,MU681
unsalted butter,EF679
egg,TS784
heavy cream,NB293
currants,LZ310
egg wash,WF729
brown sugar,VT611
bacon,LU147
unsalted butter,TS939
leeks,YM620
kosher salt,II004
hot smoked paprika,ME265
white vermouth,BT772
fish stock,QR442
fingerling potatoes,SX699
thyme,EO519
whole milk,HI669
flaky white fish,YU172
all-purpose flour,FY299
baking powder,ZT272
salt,QK500
unsalted butter,DF856
heavy cream,KG375
unsalted butter,MC266
honey,KT946
coarse sea salt,NX109
whole milk,SA202
" salt, or to taste",ME205
polenta or cornmeal,OC275
unsalted butter,AJ806
grated Parmesan,TA767
dried porcini mushrooms,MK127
 cold unsalted butter,TD547
 clove garlic,BM496
fresh mushrooms,OV136
 fresh thyme leaves,VE529
 soy sauce,GB093
 heavy cream,KF679
 extra-virgin olive oil,XR256
,QP516
 wood chips,WN600
saffron,ME560
low-sodium chicken broth,OF325
extra-virgin olive oil,WI355
chicken thighs,BF786
Salt and pepper,XR210
chorizo,TK301
medium onion,ZR399
minced garlic,JE354
short-grain rice,AW606
jumbo shrimp,OP475
fresh or frozen peas,XW764
"dozen littleneck clams, cleaned",ZD652
finely chopped parsley,YA889
white vinegar,NC843
cider vinegar,OW172
sugar,PK885
crushed red pepper flakes,CS135
Tabasco sauce,VR701
Salt and freshly cracked black pepper to taste,BP053
paprika,NY262
brown sugar,KG098
kosher salt,SF551
cracked black pepper,QY458
ground cumin,UI990
chili powder,OC796
dry mustard,IL946
ground coriander,SU414
cayenne pepper,UX042
pork butt,TC523
,EO233
butter,BB849
extra-virgin olive oil,AX779
medium onions,FM804
Salt,FA631
arborio rice,BD390
cooked lobster,EG677
minced chives,CP924
grated Parmesan,HR314
Freshly ground black pepper,QY688
 lobster stock ,TZ817
large red pepper,HQ536
medium tomatoes,TH751
thick slices,DE504
large garlic cloves,EA883
toasted almonds,UW778
pure ground chile powder,PI882
chopped fresh Italian parsley,QX373
sweet paprika,AK062
Salt,OM655
Freshly ground pepper to taste,JT529
sherry vinegar,MS469
extra virgin olive oil,AN946
cherry tomatoes,HO630
plump garlic clove,LG829
,MT942
 balsamic vinegar,LZ896
arugula leaves,IL919
 slivered or chopped fresh basil,AA276
 extra virgin olive oil,HO081
"fusille, farfalle, or orecchiette",OQ093
freshly grated ricotta salata,FS885
 sweet potatoes,KX594
tart apples,UF694
 Juice of 1 lime,TX803
 plain low-fat yogurt,TN207
unsalted butter,CF986
mild flavored honey,KR639
 Pinch of salt ,UR903
small beets ,YX361
 farro,KW977
"Salt, preferably kosher salt, to taste",OY781
 sherry vinegar,US011
balsamic vinegar,RP490
small garlic clove,ZE706
 Dijon mustard,YO053
extra virgin olive oil,UC720
broken walnut pieces,ZO414
feta or goat cheese ,IM483
chopped fresh herbs,WZ688
" dried mushrooms, preferably porcinis",KN259
extra virgin olive oil ,MF712
shallots,MZ912
 garlic cloves,TM574
white or cremini mushrooms,PN370
 wild mushrooms,FR554
 Salt to taste ,SD800
all-purpose flour ,RZ791
dry white wine,GY578
 chopped fresh rosemary,CO828
chopped fresh thyme ,ZZ875
 Freshly ground pepper ,MK807
 finely chopped flat-leaf parsley ,BK039
butter,SJ231
sea salt,DK470
live lobsters,GX910
butter,PE694
steamed corn,UN527
baked potatoes,GL670
olive oil,WX583
cooked lobsters,YI750
onion,UQ951
bay leaves,GS837
peppercorns,KD445
lobster risotto,PA803
butter,VR567
eggs,HU870
salt and pepper,GV000
butternut squash,TE143
carrots,HA316
parsnip,JZ700
,PP902
red onion,GP798
extra virgin olive oil,UH565
salt and pepper,ZA851
fresh rosemary,JA932
carrots,DY128
parsnip,JD015
fennel bulb,XE907
red onion,ND168
extra virgin olive oil,OZ538
salt and pepper,BV754
fresh rosemary,TU307
polenta,JM223
water,PU021
salt,WF987
unsalted butter,PI306
Parmesan,EK002
marinara sauce,FK694
eggs,ZG479
salt and pepper,HK901
milk,NY344
unsalted butter,FF773
Roasted Winter Vegetable Medley,DK856
crumbled feta,IM812
Brussels sprouts,MY816
mushrooms,BR443
salt and pepper,ZL847
extra virgin olive oil,MF776
garlic,AV879
flat-leaf parsley,PU702
chopped lemon zest,BV415
cooked quinoa,TI824
crumbled feta,MP115
carrots,GK750
parsnips,IJ761
red onion,NC280
Yukon gold potato,PY508
garlic,UO024
extra virgin olive oil,KG096
salt and pepper,DR627
vegetable stock,AD195
fresh herbs,ER984
Crème fraîche,FB647
egg,QG137
salt and pepper,GR723
milk,WH393
extra virgin olive oil,LM844
Roasted Winter Vegetable Medley ,NN049
crumbled feta,WI474
kosher salt,EA741
bay leaf,UF036
fine polenta,JR910
butternut squash,MT639
unsalted butter,JA223
black pepper,FY840
extra-virgin olive oil,XJ442
Italian pork sausage,NJ334
rosermary,FC314
fennel seeds,AC377
onions,MZ677
rosemary,KN439
chana dal,WE039
salt,YA879
 coconut oil,RE326
urad dal,PP471
red chiles,UA180
black mustard seed,TT783
curry leaves,OI594
asafetida,BX304
grated coconut,CF787
cayenne,FB672
cilantro,UY852
massour dal,DV651
basmati rice,CZ511
ghee,VT126
hot green chiles,SS261
cumin seeds,SS820
cardamom pods,GL101
cinnamon,RO041
cloves,WX602
black peppercorns,UR039
onion,KW878
turmeric,IP035
salt,AK957
plain yogurt,UJ377
moong dal,ZU625
turmeric,NB876
salt,VZ637
ghee,FZ848
cumin,HB025
green chile,KD439
garlic,MC705
shallot,JX347
garam masala,RQ359
basmati rice,TQ562
beets,YN146
water,SC785
salt,TA794
fresh lemon juice,CV777
sugar,GU855
garlic,ZL977
plain low-fat yogurt,SN516
cucumber,TV496
fresh dill,UF979
100 percent agave blanco tequila,IH454
bay leaves,JE686
Pimm’s No. 1,KA946
blood orange juice,JJ929
lime juice,JD941
Club soda,ZV759
Milk and/or chopped toasted walnuts or almonds,ZN541
" milk, chopped walnuts or almonds",WW990
regular cooking steel-cut oats,JY802
amaranth seeds,AK720
chia seeds,NL257
salt,WL678
blueberries,WH646
water,RR051
honey syrup,PU680
"Optional toppings: milk, chopped toasted skinned hazelnuts, chopped toasted almonds, grated apple or pear, freeze-dried blueberries",WG526
rolled oats,EA004
teff,JW655
salt,UV413
ground cinnamon,LD652
dried apricots,JG495
water,BH259
honey,ZM570
hazelnuts,BE320
"milk, grated apple or pear",ME218
corn grits,HL112
millet,KX618
salt,BL653
water,FH013
butter,GC139
honey,OA791
chopped pecans,GP243
milk,PI587
wheat berries,CB678
water,JM123
salt,UG417
honey,LC792
rose water,KK989
ground anise,GD231
ground cinnamon,QW356
nutmeg,UO804
raisins,XQ268
chopped walnuts,SK657
plain low-fat yogurt,QX640
pomegranate seeds,DE519
all-purpose flour,MA502
whole wheat flour,JL410
kosher salt,EU720
unsalted nitter,YT697
olive oil,OG666
Spanish onion,SC109
cabbage,TQ904
black pepper,NF311
cide vinegar,XE771
dry bread crumbs,MU026
garlic,HE773
thyme leaves ,CJ902
fontina cheese,FX451
smoked ham,CF606
egg yolk,UC341
baby spinach,IA134
Arctic char,RP947
salt and pepper,GR447
chopped fresh tarragon,ZF081
unsalted butter,SS438
crème fraîche,HV491
lemon zest,VG045
chives,JD457
boiled new potatoes,EI079
skirt steaks,FP095
coarse salt,XP976
pimiento,KT694
plantains,RQ971
honey,PR964
cinnamon,GM834
smooth peanut butter,MS087
unsweetened coconut milk,FG175
lime juice,SP590
brown sugar,ZJ720
soy sauce,DV967
ginger root,WK976
garlic,XF659
sriracha,VY396
kosher salt,NQ363
peanut oil,KG578
crushed red chile flakes,FP598
cleaned large shrimp,HJ953
pineapple chunks,ZZ922
whole cilantro leaves,BD299
jicama,YR980
navel oranges,ZO086
pepitas,LR644
sunflower seeds,AE058
fresh mint leaves,FF713
lime juice,DE594
extra-virgin olive oil ,MY371
salt,WS977
honey,RO806
diced watermelon,NF980
toasted pepitas,FJ609
mint leaves,UH465
olive oil ,TP869
honey,CN938
lime juice,WF135
sour cream,MV493
salt,DL909
Demerara sugar,YP615
all-purpose flour,BM758
raw sugar,LO016
salt,JU157
unsalted butter,ET816
all-purpose flour,WI062
dried chamomile,MR306
limes,SH101
eggs,JW371
sugar,CW753
salt,XN297
skirt steaks,QB630
coarse salt,QA288
freshly ground pimiento Tabasco,LV413
plantains,MR403
honey,WM253
cinnamon,WZ115
heavy cream,MC571
Irish whiskey,HM317
hot coffee,BM676
ground nutmeg,XG604
masa harina,JL867
salt,KD569
"vegetable oil, lard or butter",VU546
hot water,RT306
Flour for kneading,NT941
Masa dough from tortilla recipe   (Steps 1 and 2),RB502
Vegetable oil,YA072
 Shredded Red-Chile Meat ,KX054
dried corn husks,UB971
masa harina,UU873
"chicken stock, approximately",SG973
"lard, cut into cubes",CM327
salt,UU569
baking powder,KE280
Shredded Red-Chile Meat,SA259
boneless beef chuck,NP015
garlic cloves,ZG190
large onion,GV391
dried guajillo chiles,HN419
dried ancho chiles,QS926
bay leaves,BB216
ground cumin,LD269
Salt and freshly ground black pepper,OX334
Cayenne,QM245
Salt,TS410
basmati rice,PH379
,XS789
peanut oil,EH485
plain yogurt,VP971
lime juice,NS927
good curry powder,UW881
chicken,ON693
kosher salt,AY616
buttermilk,HN850
lard,WF708
unsalted butter,IT035
country ham pieces,MP395
flour,RF036
cornstarch,LI801
salt,OI123
freshly ground black pepper,NZ582
rabbit,CF067
fresh rosemary,AO882
fresh oregano ,UY101
garlic ,EI181
kosher salt,DH243
black pepper,GT006
white wine,KJ186
extra-virgin olive oil,HP914
lemon,PY550
pitted kalamata olives,FH102
unsalted butter,RB188
pink grapefruit,GU024
white grapefruit,HC648
blood oranges,WM420
navel oranges,OP220
Cara Cara oranges,DC919
Meyer lemons,GR677
Sugar,IQ552
almonds,GU675
Prosecco,FU602
linguine,UR328
Salt and pepper,DW991
crème fraîche,MQ692
Dijon mustard,GL493
cayenne,HY124
cooked crab meat,DY974
serrano chile,JV493
chives,LH372
scallions,YG497
tarragon leaves,QR361
cilantro,TV652
egg yolks,FL648
sugar,GI981
espresso ,LH446
Cognac,PN176
Cocoa powder and powdered sugar,UN104
feta cheese,CZ051
lapsang souchong tea leaves,AQ619
ground cumin,FM669
salt,FL491
ground black pepper,JT060
garlic,DF778
fresh thyme leaves,LW188
extra-virgin olive oil,XW134
leg of lamb,UK370
white turnips,IY925
red potatoes,OU679
dry red wine,VH850
unsalted butter,GV389
raw tuna steak,VJ765
Salt and freshly ground pepper,BC206
lemon,CO102
bay leaves,IB239
extra-virgin olive oil,VR436
radicchio,BD685
frisée,OI339
large capers,PH106
pitted olives,CG861
golden raisins,WX160
lime juice,TU220
chopped parsley,AY048
chives,CF971
coarse kosher salt,IL815
ground black pepper,JI955
onion powder,LB253
garlic powder,NG175
cayenne pepper,LL610
paprika,MD326
chicken,NT179
cayenne pepper,FD082
smoked ghost-chile powder,SX416
granulated sugar,PP269
all-purpose flour,NP588
granulated garlic,ZK438
granulated onion,YB224
kosher salt,OS721
ground black pepper,PT064
Safflower oil,UJ031
eggs,HO452
chicken thighs,YD235
flour,TW609
kosher salt,UH366
ground black pepper,XB307
unsalted butter,IP791
"whole medium shallots, peeled",RB944
white wine,GK274
Dijon mustard,ED050
tarragon,PE132
 cherry tomatoes,AL079
all-purpose flour,UG926
baking powder,JC868
salt,EI394
"bacon drippings, lard or vegetable shortening",UU173
vegetable oil,KC611
wild mushrooms,DI564
,DG456
yellow onion,KP649
Oaxaca or domestic Muenster cheese,CT256
panela or aged mozzarella cheese,PF403
cotija or Parmesan cheese,ZG823
cilantro leaves,LQ271
dried oregano,WD567
ground coriander,YP127
tortillas,XO124
nonfat or low-fat cottage cheese,JQ774
low-fat milk (more as desired),WS022
,DY533
freshly grated Parmesan,CJ178
extra virgin olive oil,GA487
pasta,RO895
medium onion,GD180
lean ground turkey ,IX875
Worcestershire sauce,UV832
ketchup,CS166
salt,NU852
,PV208
hamburger buns,YF534
canola oil,YY520
Sliced tomato,FW986
Sliced onion,RS956
Iceberg lettuce,WK414
Pickles,JH647
Sliced red pepper,UD596
Ketchup and mustard,PM449
raw tuna steak,PI473
Salt and freshly ground pepper,DO544
lemon,YG752
bay leaves,BX800
extra-virgin olive oil,TQ303
radicchio,CC896
frisée,ST802
capers,ZH348
pitted olives,SE823
golden raisins,SF557
lime juice,IL722
parsley,XA858
chives,NM440
butter,EH764
whole-wheat flour,ES482
unbleached all-purpose,RA128
steel-cut oats,QG940
rolled oats,HJ677
brown sugar,YH483
salt,BD669
baking soda,ML760
buttermilk,SF538
whole-wheat flour,KB081
unbleached all-purpose,KY273
baking soda,YD588
salt,HS614
brown sugar,SQ326
raisins,YO108
egg,MC538
buttermilk,PK884
,PJ284
whole-wheat flour,GB295
unbleached all-purpose,QI948
steel-cut oats,KN982
rolled oats,AB861
rye flour,BX552
brown sugar,WL097
salt,FO644
caraway seeds,WY560
baking soda,II253
buttermilk,EQ555
whole-wheat flour,EH365
unbleached all-purpose,OS944
oatmeal,ET186
baking powder,LK912
baking soda,AK247
raw brown sugar,RC136
salt,IR807
unsalted butter,GH974
buttermilk,CS925
raisins,MW969
whole-wheat flour,TC445
unbleached all-purpose,YQ028
baking powder,HD981
baking soda,QV604
brown sugar,UI352
salt,PC217
unsalted butter,HH336
rosemary and thyme,VI667
buttermilk,KV407
red wine vinegar,WE058
kosher salt,JL457
broccoli,LT307
extra virgin olive oil,QM060
garlic cloves,GO169
cumin seeds,YM109
roasted (Asian) sesame oil,QB286
crushed red pepper flakes,FN837
tomatoes,ZQ385
extra virgin olive oil,AF432
"garlic, minced",CJ304
sugar,AW340
basil,CA543
,FM842
basil,AH651
extra virgin olive oil,DL060
"garlic, minced",JG042
ripe tomatoes,FD013
sugar,AQ228
basil,GJ902
basil,XI370
pepper,OM481
chard,HA829
salt,DN263
boneless skinless chicken breasts,VZ792
juice of 1 lemon,CK643
freshly ground pepper,VL381
 all-purpose flour,ZQ591
grapeseed oil,XX663
white wine,JT797
unsalted butter,VT369
capers,YN688
flat-leaf parsley,QD273
boneless skinless chicken breasts,AO903
extra-virgin olive oil,MJ172
fresh lemon juice,LS340
garlic,CD378
chopped fresh rosemary,FK665
spinach,DW183
allspice berries,SM863
coriander seeds,NU799
ground cinnamon,YH538
salt to taste,IY261
freshly ground pepper,SO508
all-purpose flour,OE168
grapeseed oil,XD686
extra-virgin olive oil,RT602
fresh lemon juice,WW721
garlic,KJ203
fresh rosemary,LR025
salt and freshly ground pepper,EE487
boneless skinless chicken breasts,NP202
dry white wine,IF677
cherry tomatoes,GY461
sugar,FR918
 all-purpose flour,IQ185
grapeseed,KW942
chopped flat-leaf parsley,NW339
freshly grated Parmesan,LM985
soy sauce,AZ158
sugar,CM278
fresh lime juice,UR262
rice vinegar,WJ244
salt to taste,PA141
garlic,OW219
fresh ginger,HF342
grapeseed oil,RT998
dark sesame oil,ZT992
serrano chiles,ZI051
boneless skinless chicken breasts,GJ275
salt and freshly ground pepper,RC736
all-purpose flour,EG336
chopped cilantro,MR703
wild arugula,LS982
boneless skinless chicken breasts,LH832
extra-virgin olive oil,GF055
fresh lemon juice,BO448
garlic,HA635
chopped fresh rosemary,JL560
salt,NR593
freshly ground pepper,HE153
all-purpose flour,BP707
grapeseed oil,EK260
mushrooms,GO343
fresh thyme leaves,OZ217
dry white wine,UE096
whole cumin seeds,XG363
Sichuan peppercorns,GI359
boneless lamb,YC620
ground cumin,TY790
kosher salt,YL816
dried red chiles,YL128
white onion,BM222
scallions,FR513
peanut oil,ZD512
garlic,HP512
soy sauce,GV694
Chinese cooking sherry,YW400
fresh cilantro,DK841
rice,YL168
garlic,NP663
egg yolks,ZG772
extra-virgin olive oil ,BJ694
salt and pepper,XB320
Extra-virgin olive oil,EX832
onions,UO359
small shrimp,WN850
garlic,CE997
dried hot red peppers,NO259
fennel seed,KR127
coriander seed,CP546
bay leaf,QX810
thyme,NO806
Salt and pepper,SH208
tomato paste,KZ710
meaty bones from cod,GN778
clams,QX397
mussels,CQ611
fideus noodles,SF302
Extra-virgin olive oil,SK498
saffron,XN864
mussels,OI500
large shrimp,QZ621
parsley,XH028
orange zest,BS068
,HT464
Mexican crema,YY669
lime,NM520
red onion,ZR788
kosher salt,VM887
sugar,JZ039
dried pasilla chiles,IF657
vegetable oil,BC459
cured chorizo,CQ099
white onion,RR154
cilantro,KX365
cumin,QT521
cooked black beans,KX427
chicken stock,CB089
garlic,VU557
corn tortillas,PR092
Monterey Jack cheese,GV026
roasted pumpkin seeds,NO867
roasted pumpkin seeds,UM330
fingerling potatoes,EA668
kosher salt,VS240
vegetable oil,UM788
yellow onion,TF820
poblano pepper,BX449
jalapeño peppers,XX547
peeled ginger,SK091
garlic,YW612
ground cumin,XM973
ground garam marsala,CM650
ground coriander,RI012
whole peeled tomatoes,JK926
fresh mint,AZ860
chopped cilantro,RO542
eggs,RA498
black pepper,YK467
beets,PM708
fresh thyme branches,TJ615
garlic,AW481
black peppercorns,UP687
kosher salt and black pepper,GE980
beet greens,WB038
unsalted butter,CK180
all-purpose flour,FS671
milk,XX811
sharp Cheddar,AH986
English mustard powder,CO547
Worcestershire sauce,FM778
Tabasco sauce,CA612
rolled oats,WW728
toasted hazelnuts,WB170
Parmigiano-Reggiano,NG740
freshly grated nutmeg,CF340
Eastern shucked oysters,CI965
stale bread,PO542
Parmesan,KW707
unsalted butter,KJ085
bacon,YF299
celery,DG975
onion,TQ894
chicken stock,UL011
fresh oregano,QW117
fresh thyme,OV086
fresh sage,VN648
ground coriander,RB693
Coarse salt,QM376
Black pepper,FK791
Neutral oil,ZC222
butter,AS575
bacon,LJ562
flour,WP525
chicken stock,AL830
heavy cream,CW907
cracked black peppercorns,EX554
scallions,KQ849
